id;Texto;Etiqueta
2029;"""Profesora fácil, califica fácil, hace juegos de favoritismos, así que (al menos finge que) presta atención en clase, y por lo menos una vez ve a su oficina.""";"Actividades instruccionales monótonas; Falta de desafíos intelectuales"
2030;"Uno de los mejores profesores que he tenido sin duda. Muy claro, ayudante y sabe de qué habla. Buen tipo.";"Claridad y comprensibilidad de las explicaciones; Entusiasmo del profesor sobre el curso"
2031;"""profesora muy estricta!! sus exámenes son totalmente locos!! 80 preguntas en una hora, incluyendo un ensayo... sin embargo, es abierto, o sea, se puede consultar el libro. ¡buena onda la profe, de todas formas!""";Andamiaje inadecuado o insuficiente
2032;"Presenta views sesgadas de temas altamente políticos. Se pasó más tiempo estudiando temas como anti-guerra, *****s, a favor de la quema de banderas y matrimonios entre personas del mismo sexo con algunos temas de formato MLA. Mejorar la escritura en sí... aparentemente no en esta clase.";Trato discriminatorio
2033;"""Las notas de su clase son fáciles de entender, pero cuando asigna las tareas, no es lo que se explicó en las notas de clase. Siento que debería resolver algunos de los problemas de las tareas con nosotros en clase para que podamos entender mejor las tareas.""";"Andamiaje inadecuado o insuficiente; Ausencia de acompañamiento; Ausencia de modelación; Claridad de los materiales de clase; Problemas de validez"
2034;"LEE LEE LEE!!!! Es filosofía, ya sea que estés de acuerdo o no, depende de ti sacar el máximo provecho de esta clase, en filosofía nada se considera malo, excepto que debes EXP LICAR!!! Gran clase, mucha diversión!!!!!!";Relacionar el contenido con la vida e intereses de los estudiantes
2036;""" Buen profesor. Tiene acento pero se le va acostumbrando. Califica justo, exámenes sencillos. Realmente se asegura de que entiendas el material.""";"Calidad y equidad en los exámenes; Claridad y comprensibilidad de las explicaciones"
2037;Es súper simpática y accesible;Relación cercana
2038;"""Es un A fácil. Habla mucho, pero dice cosas interesantes.""";Entusiasmo del profesor sobre el curso
2039;"""Increíble, comprensivo, ayudante, accesible, amable y un gran recurso para los estudiantes.""";Relación cercana
2040;"""Él es genial, no es muy emocionante la clase porque solo se sienta ahí y da conferencias, pero él es genial y es fácil aprobar su clase""";Actividades instruccionales monótonas
2043;"Todd es el mejor profesor que he tenido (al igual que muchos otros estudiantes aquí). Honestamente creo que es un genio completo. Sus clases son absurdamente interesantes (y divertidísimas), sus tareas son relevantes y razonables, y su capacidad para explicar información compleja es insuperable. Todd ha cambiado mi vida y no podría estar más feliz.";"Alineamiento constructivo; Claridad y comprensibilidad de las explicaciones; Relacionar el contenido con la vida e intereses de los estudiantes"
2044;"""Profesor increíble. Material muy interesante. Aprendí mucho, altamente recomendado su clase de posgrado""";Claridad de los materiales de clase
2045;Clase de matemáticas más fácil que he tenido en la vida;Falta de desafíos intelectuales
2049;"""Cursada difícil y un poco áspera. Hizo lo mejor que pudo con la materia.""";Andamiaje inadecuado o insuficiente
2050;"Aunque ya hemos pasado la mitad del semestre, he disfrutado mucho de su clase. Cuando decidí tomar su clase, mucha gente me dijo que no lo hiciera, pero él es muy accesible. La mejor forma de aprobar su clase es anotar lo que está en el pizarrón y luego referirme al libro para tomar notas más detalladas. Definitivamente volveré a tomar su clase.";"Claridad de los materiales de clase; Relación cercana"
2051;"""Ella, no le di las mejores calificaciones solo porque es fácil, es una persona increíble y se hace más persona que profesora""";Falta de desafíos intelectuales
2053;"Es un gran profesor, aprenderás más en su clase en un solo semestre que en cualquier otra clase de historia disponible, te aconsejo mucho tomar su clase.";Estructura del curso
2054;"""Curso más fácil que exista, solo veíamos películas y las comparábamos. Teníamos un parcial múltiple y un examen de ensayo y sacabas 30 por ciento solo por asistir.""";"Calidad y equidad en los exámenes; Falta de desafíos intelectuales"
2056;"Esta clase es increíble, él es realmente divertido con sus clases, interesante y fácil de entender.";"Claridad y comprensibilidad de las explicaciones; Estimulación del interés de los estudiantes"
2057;"""Se forma grupos cerrados, es sesgado, me hizo bromas inapropiadas cuando estaba a solas con él (soy chica), usa las mismas diapositivas para las clases una y otra vez. No me cayó bien para nada.""";"Andamiaje inadecuado o insuficiente; Trato irrespetuoso"
2058;"""Excelente presentador y permite que los estudiantes se involucren. Una de mis clases favoritas en mi pregrado hasta ahora.""";Claridad y comprensibilidad de las explicaciones
2059;"""Esta es una profesora increíble, sin embargo, debes estar listo para trabajar sin libro. Eso es muy inconvencional para nosotros, los estudiantes mayores, pero tú lo lograrás. Ella va más allá de su deber para asegurarse de que entiendas las lecciones; solo debes pedírselo. Si realmente estás luchando, te ayudará fuera de clase. La recomiendo altamente :)""";Relación cercana
2060;"""Ella es claramente una de las peores profesoras que he tenido. No entiende el tema y por lo tanto no puede explicar ni responder preguntas simples. Apenas usamos el libro y los exámenes no se parecían en nada a la guía de estudio o a nada de lo que hicimos en clase.""";"Andamiaje inadecuado o insuficiente; Problemas de validez"
2061;Mucho material pero interesante. Aprendí mucho.;Claridad de los materiales de clase
2062;"¡Genialidad! Jason es increíble y muy ayudante. Muy buena onda, y super inteligente. Hizo que lo que podría haber sido una clase difícil fuera divertida.";"Estimulación del interés de los estudiantes; Relación cercana"
2063;"La buena noticia: Wendy es inteligente y ocurrente. La mala noticia: Ella lo sabe. Al principio uno se ríe con ella, y luego te das cuenta de lo condescendiente que está siendo. No tiene ningún respeto por RISD y la insulta todo el tiempo.";Trato irrespetuoso
2064;"""Hacía difícil hacer preguntas. Me hacía sentir como una idiota por no entender. Parece súper intimidante.""";Trato irrespetuoso
2066;"""Aburrido, sin experiencia, comida débil.""";Actividades instruccionales monótonas
2067;"""Clase genial, profesor genial. Divertido, pero el 75% de tu calificación se basa en quiz de clase. Pero si haces la lectura, estarás bien.""";Calidad y equidad en los exámenes
2069;"""Ella es muy intimidante en clase. Pero es súper útil y mucho más amable en las horas de oficina. Si te hace sentir estúpido, déjalo pasar, es solo su estilo.""";"Relación cercana; Trato irrespetuoso"
2070;""" ¡Un instructor excelente! Haz tu lectura, participa en clase y sacarás A's -- garantizado. Ella es muy comprensiva y flexible. """;"Calidad y equidad en los exámenes; Sensibilidad del profesor al nivel y progreso de la clase"
2071;"Disfruté mucho su clase, fue la más fácil que tomé en todo el semestre. Ella es una excelente profesora y hace que las cosas sean bastante interesantes.";Estimulación del interés de los estudiantes
2072;"Es un profesor muy simpático, hace muchos chistes y cuenta muchas historias. Si no entendés el material, te lo explica hasta que lo entendés. Sus exámenes son muy fáciles, hacé las horas de laboratorio y las tareas y vas a aprobar el curso.";"Calidad y equidad en los exámenes; Relación cercana"
2075;Dijo que todas las fechas límite eran FLEXIBLES y luego no nos dejó entregar una tarea tardía. Hace que sea difícil tener éxito en su clase.;"Andamiaje inadecuado o insuficiente; Desorganización"
2076;"""No es un buen profesor. Tiene un complejo de superioridad. Hace exámenes más difíciles que el contenido del libro de texto. Califica más estrictamente a medida que avanza el semestre. ¡Evítelo!""";"Andamiaje inadecuado o insuficiente; Trato irrespetuoso"
2077;"La dra. Carnes no fue mi favorita. Esperaba mucho trabajo para una clase de 1 hora. No es nada ayudadora, eviten tomar sus clases a toda costa.";"Andamiaje inadecuado o insuficiente; Ausencia de acompañamiento"
2079;"Uno de los mejores profesores de CIS, explica muy bien.";Claridad y comprensibilidad de las explicaciones
2080;"""Clase fácil. El examen de mitad de período es la parte más difícil, y ella o su asistente te dan todas las respuestas en la clase anterior. También la tomé para Relaciones Humanas. Es divertida y una excelente persona. Aprobación fácil o A.""";Falta de desafíos intelectuales
2081;"""El tipo es insultante y no puede admitir ningún punto. Es un profesor terrible y sus teorías son ridículas. Qué pérdida de dinero.""";Trato irrespetuoso
2083;"""El Prof. Fox es, de lejos, el mejor profesor de español que he tenido. Se esfuerza por hacer que hablemos en clase y nos involucre en la lección. Está al día con la tecnología y la utiliza bien. De verdad quiere que aprendamos y recordemos para siempre, en lugar de solo aprender para aprobar el examen. Un muy buen profesor.""";Fomento de preguntas y discusiones
2084;"""¡Profesora excelente! Muy comprensiva y se esfuerza por ayudarte, ¡tómate su clase!""";Relación cercana
2085;"""Se lanza el 'bombardeo de putos' mucho. Falta de profesionalismo, falta de respeto, inmadurez... y sí, me refiero al profesor. Saqué una B en la clase, pero el profesor es un desastre.""";Trato irrespetuoso
2086;"Mi clase favorita en UVic en los últimos tres años. Un profe genial, interesante que realmente sabe de qué habla. ¡Debería dar más clases!";Entusiasmo del profesor sobre el curso
2087;"""Trabajo de 10 páginas del infierno... ella es muy sesgada y si no te aguanta te va a poner una mala nota. No pierdas tu tiempo en esta clase.""";"Andamiaje inadecuado o insuficiente; Problemas de validez"
2088;"""Es una profesora increíble y muy amable... está siempre organizada y preparada y realmente se preocupa por sus alumnos, pero ¡cuidado con el examen de mitad de período!""";"Estructura del curso; Relación cercana"
2089;"""Es un poco aburrido con todas sus presentaciones en powerpoint. Sí sabe muy bien de lo que habla. Sus exámenes son un poco difíciles y el proyecto es simplemente molesto.""";"Actividades instruccionales monótonas; Andamiaje inadecuado o insuficiente"
2090;"Ella fue realmente dura, pero trató de ayudar tanto como pudo.";"Andamiaje inadecuado o insuficiente; Relación cercana"
2091;"Me encantó genuinamente la clase de Moran, fue muy esclarecedora. Él tenía mucho que compartir, tanto material genial como experiencias personales. Muy recomendada.";"Claridad de los materiales de clase; Claridad y comprensibilidad de las explicaciones; Ejemplificación contextualizada"
2092;"""¡MUY DIVERTIDO! No fue una clase fácil, pero definitivamente valió la pena. Las clases fueron entretenidas y relevantes para los gamers de hoy en día. Muy recomendada.""";"Andamiaje inadecuado o insuficiente; Estimulación del interés de los estudiantes"
2093;"Esta clase fue súper dura. Seguro es fácil para los que son de ciencias exactas, pero para mí fue muy confusa. La clase fue súper aburrida. Pero él es un buen tipo, ¡de verdad!";"Actividades instruccionales monótonas; Andamiaje inadecuado o insuficiente"
2094;"""Es una excelente profesora. Nos califica duro en los trabajos, pero es más benevolente en los exámenes. Tiene una pasión por la literatura y se nota que ama su trabajo.""";"Calidad y equidad en los exámenes; Entusiasmo del profesor sobre el curso"
2095;"Ella es definitivamente la mejor profesora de matemáticas que he tenido. Siempre he tenido problemas con las matemáticas, pero con su ayuda aprobé la clase.";Relación cercana
2096;"Me encanta la señora Yancey, es super divertida. Las notas de clase son útiles para los exámenes, pero aparte de eso, su clase es básicamenteMany discusiones. Ella es de Mississippi y se burla mucho de sí misma y de su familia, lo que es refrescante. Tómenla si pueden.";"Claridad de los materiales de clase; Fomento de preguntas y discusiones"
2098;"ES PÉSIMO !! evita tomar clases con esta profesora a toda costa - te ayudará, pero no importa porque no sabe enseñar de todos modos !!";"Andamiaje inadecuado o insuficiente; Relación cercana"
2100;"""Clase divertida con grandes discusiones. Pones el esfuerzo y estarás bien - después de todo, esto es la universidad. Los temas de ensayo fueron débiles, aunque. Saqué una A.""";"Falta de desafíos intelectuales; Fomento de preguntas y discusiones"
2101;"""Genial. Psicología 101 hecho divertido. Muy completo... realmente hace que quieras ser especialista en psicología. ¡Clase excelente! Me encantó me encantó me encantó.""";Entusiasmo del profesor sobre el curso
2102;"Ella es realmente genial. Sus clases son muy interesantes. La clase en general fue muy interesante, especialmente porque ella está muy comprometida con lo que hace.";Entusiasmo del profesor sobre el curso
2103;"""Ella es una excelente profesora y conoce muy bien el piano. Tendrás que practicar si quieres una buena calificación.""";Entusiasmo del profesor sobre el curso
2104;"""Está bien, solo pone proyectos y son solo 3 exámenes""";Aprendizaje basado en proyectos
2105;"""Es el mejor profe que he tenido en mi vida. Me llevó a niveles creativos que nunca pensé que pudiera alcanzar. ¡Lo amo! Si te abres a él, solo ganarás.""";Estimulación del interés de los estudiantes
2106;"Él es divertido, pero me cuesta mucho sentirme involucrado en el salón de clase. Además, no se toma el tiempo de aprender el nombre de NADIE.";"Ausencia de acompañamiento; Trato irrespetuoso"
2107;"""Él fue un profesor divertido y excelente. Hizo que el material fuera interesante.""";"Claridad de los materiales de clase; Estimulación del interés de los estudiantes"
2108;"""Es injusto; tiene sus favoritos; una respuesta correcta es la que él está de acuerdo con; no se permite el pensamiento libre; no es un calificador muy justo. ¡EVÍTALO!!! """;"Problemas de validez; Trato discriminatorio"
2109;"Haynie es más fácil que la mayoría de mis profesores de bachillerato. Es un buen hombre, pero de ninguna manera es desafiante ni digno de enseñar en una universidad.";Falta de desafíos intelectuales
2110;"""Vamos muchachos, es bastante fácil - saqué una A - solo un poco aburrida, nada más. Les sugiero tomar su clase para garantizarse una buena calificación.""";"Actividades instruccionales monótonas; Falta de desafíos intelectuales"
2111;"Muy difícil, pero profesor muy dedicado.";Andamiaje inadecuado o insuficiente
2112;"""El mejor profesor de todos ! ! era muy relajado con los trabajos ... si necesitábamos más tiempo... nos lo daba ! ! ! TE AMO PK ! !""";Andamiaje inadecuado o insuficiente
2114;"La profesora Hester es excelente, siempre está dispuesta a ayudar y hace un buen trabajo al explicar una materia difícil.";"Claridad y comprensibilidad de las explicaciones; Relación cercana"
2115;"""Excelente profesora. Su curso en línea fue al grano y calificó muy justamente. Este fue mi primer curso en línea que he tomado y saqué una A. Disfruté tenerla como profesora.""";"Calidad y equidad en los exámenes; Estructura del curso"
2116;"""Realmente es una mujer muy amable. No me gustó la cantidad de trabajo que había que hacer en el laboratorio que valía muy poco en puntos. Sin embargo, ella es muy servicial.""";"Problemas de validez; Relación cercana"
2117;"""Buena onda y se preocupa por sus estudiantes. PERO, curso realmente difícil para primer año y exámenes muy difíciles. Ridículamente difíciles. ¡ES OBLIGATORIO asistir a clases!!! """;"Andamiaje inadecuado o insuficiente; Relación cercana"
2118;"""Los exámenes son difíciles, pero él te ayuda a prepararte para ellos. Siento que estoy aprendiendo, aunque sea despacio. Pero estoy aprendiendo. Gracias, Prof. Bowman.""";"Andamiaje inadecuado o insuficiente; Estructura del curso"
2119;"Claflan es el mejor por mucho. Es un excelente profesor y sabe de qué habla. Aunque nos da mucha tarea, vale la pena.";"Andamiaje inadecuado o insuficiente; Entusiasmo del profesor sobre el curso"
2122;"""Es un inútil/muy poco ayudante..sabe lo que hace pero muy negativo y quiere asustar A TODOS para que se vayan del programa de diseño gráfico""";"Ausencia de acompañamiento; Trato irrespetuoso"
2123;"Tomé Raza en América, y aunque teníamos diferencias en nuestras opiniones, ella fue clara en sus puntos de vista y en sus expectativas para la clase.";Claridad en los objetivos del curso
2124;"Ella te desafía a escribir mejor, lo que debería ser el objetivo de cualquier curso de nivel universitario. Una de las mejores profesoras que he tenido.";Proveer desafíos intelectuales
2125;La clase pasa un poco lento pero es un buen tipo. Sus proyectos son muy abiertos pero él es bastante servicial. Tiene un buen sentido del humor.;"Andamiaje inadecuado o insuficiente; Aprendizaje basado en proyectos; Relación cercana"
2126;"""Profesor increíble. Hay mucho que aprender, pero asegúrate de asistir a clase. Los exámenes son bastante difíciles, pero definitivamente justos, lo recomiendo altamente.""";"Andamiaje inadecuado o insuficiente; Calidad y equidad en los exámenes"
2127;Lo tendrás si eres estudiante de Bio/BMS y deseas que él dictara todas las clases. Él es el hombre. De verdad se preocupa por los estudiantes.;Relación cercana
2128;"Una de las profesoras más conocedoras y ayudantes que he tenido en Grand Valley, definitivamente recomiendo tomar cualquier clase que él imparta.";"Entusiasmo del profesor sobre el curso; Relación cercana"
2129;Muy claro. Mucha experiencia relevante. Cursos muy agradables (cualquiera de ellos).;"Claridad y comprensibilidad de las explicaciones; Ejemplificación contextualizada"
2130;"""El coach es increíble. Hace que la música sea tan divertida y el coro es genial. Es un profesor excelente y los conciertos quedan perfectos.""";Entusiasmo del profesor sobre el curso
2132;"Posiblemente el profesor más arrogante que he conocido. No te equivoques frente a él, le encanta hacerte quedar mal.";Trato irrespetuoso
2133;"""Me encanta el Dr. Berg. El mejor profesor de Química que he tenido. Aprendí y me reí. Los exámenes son difíciles, pero ¿acaso la ciencia no lo es? Una verdadera joya en la profesión docente.""";Ausencia de modelación
2134;"Una profesora maravillosa; aprendí muchísimo de ella. Tiene mucha tarea, pero eso es de esperarse en una clase de idiomas.";Calidad y equidad en los exámenes
2135;"Es super diviertida. Solo asegúrate de no perder clases, pero incluso si lo haces, ella permite tantas clases de recuperación como quieras. Ella es súper cool.";Sensibilidad del profesor al nivel y progreso de la clase
2137;Él está bien preparado. Sus notas son muy claras y fáciles de entender. El hecho de que sea una persona amable también ayuda. Lo recomiendo altamente.;"Claridad de los materiales de clase; Estructura del curso; Relación cercana"
2138;"""Matemáticas básicas/álgebra para principiantes. Profesora muy enérgica. Responde las preguntas de manera detallada. Hace que las matemáticas sean divertidas y agradables. La recomiendo altamente.""";"Entusiasmo del profesor sobre el curso; Relación cercana"
2139;La mayoría de las clases se llevan a cabo con videos y a través de aplicaciones prácticas. Ella siempre responde rápido a las preguntas y está dispuesta a ayudar.;"Claridad de los materiales de clase; Relación cercana"
2140;"Esta clase no es difícil, pero no puedes atrasarte en la lectura. Los exámenes son bastante complicados, así que solo estudia duro y estarás bien.";"Andamiaje inadecuado o insuficiente; Claridad de los materiales de clase"
2141;"exámenes casi cada semana, pero te recomiendo tomar con Nohrden, ella es buena profesora";Estructura del curso
2142;"""Profesor muy bueno... no tiene favoritismos como todos los demás profesores en esta escuela... si haces tu trabajo bien y a tiempo... no te preocupes...""";Calidad y equidad en los exámenes
2143;"¡WOW!, la profesora Sailors es súper atractiva y también es inteligente. Nos mostró American Psycho en clase. Fue MUY GENIAL - a ella le gustan las mismas cosas que a mí.";Relacionar el contenido con la vida e intereses de los estudiantes
2145;"Este tipo nos dio como 2 exámenes en todo el semestre y eso fue toda nuestra tarea. Habló como 3 horas seguidas sin pedir la participación de los estudiantes. Aunque es un profesor con muchos conocimientos, no sabe cómo enseñar.";"Actividades instruccionales monótonas; Andamiaje inadecuado o insuficiente; Falta de desafíos intelectuales"
2146;"""Me encantó este curso. Prakash hace un gran trabajo al darle vida al material a través de su dedicación para transmitir la información. Las tareas eran justas, requerían algo de esfuerzo, pero eran bastante interesantes y reflejaban lo que podríamos esperar en los exámenes. Una cosa que despertó mi interés en el curso, es que casi no estudié para el final y perdí un grado por ello.""";"Calidad y equidad en los exámenes; Claridad de los materiales de clase; Claridad y comprensibilidad de las explicaciones"
2147;"""profesor increíble. divertido, inteligente y amable. CORRECTOR MUY ESTRICTO Y EXAMEN BRUTAL, pero vale la pena porque sus clases son geniales. ¡no me perdió ni una!""";"Calidad y equidad en los exámenes; Relación cercana"
2148;"""Muy divertido y buen tipo. Su clase es bastante fácil y puedes volver a hacer tus tareas.""";Estructura del curso
2149;"El Dr. Midkiff es el mejor. Todas las notas se publican en línea, es muy ayudante y sus exámenes son más que justos. Pero hay mucha tarea, aunque.";"Andamiaje inadecuado o insuficiente; Calidad y equidad en los exámenes; Relación cercana"
2151;"Mal humor constante, no cumple sus promesas cuando se trata de dar oportunidades a los estudiantes, pero es un tipo bastante cool. A veces, de todas maneras.";Trato irrespetuoso
2153;"Es un profesor muy relajado. Muy claro en lo que pide, que no es mucho. Mantiene a la clase entretenida y despierta. Lo recomiendo mucho.";"Claridad en los objetivos del curso; Entusiasmo del profesor sobre el curso"
2154;"""Te dice exactamente lo que va a salir en los exámenes y qué estudiar. Muy amable y servicial. Su escala de calificación es muy generosa. Aprobado fácil.""";"Calidad y equidad en los exámenes; Relación cercana; Sensibilidad del profesor al nivel y progreso de la clase"
2155;"""Gran profesor, muy amable y servicial, solo tienes que seguir el programa de estudios y estudiar las rocas y seguro te va a ir genial en su clase.""";"Estructura del curso; Relación cercana"
2156;"Muy sabio, útil y accesible, pero si no te gustan los exámenes y pruebas, te va a costar.";Relación cercana
2158;Este tipo es un chiste. ¡Es súper aburrido! Información inútil.;"Actividades instruccionales monótonas; Falta de desafíos intelectuales"
2159;"""Buen curso. Me gustó la corrección de mi trabajo aunque no sea de justicia penal. Tómela""";Retroalimentación frecuente por parte de los profesores
2161;"""Insultante y condescendiente. Aún así, saqué una B+ en su clase.""";Trato irrespetuoso
2162;"La Dra. Sinning es genial. 1) se preocupa, 2) léete las notas y estarás bien, 3) ES OBLIGATORIO asistir a clase para tomar notas, 4) NO compres el libro de texto.";"Claridad en los objetivos del curso; Relación cercana"
2163;"Es un profesor increíble. Muy servicial y fácil de seguir. Si tienes la oportunidad, toma una clase con Allen.";Relación cercana
2164;"""Disfruté mucho su clase en línea. Siempre sabes qué se espera de ti cada semana y tienes oportunidades de avanzar. El material del curso era muy interesante y en general, me alegra haberla tenido como profesora.""";"Claridad de los materiales de clase; Claridad en los objetivos del curso"
2165;"Esta clase fue muy divertida de asistir. Las notas de la conferencia fueron un poco confusas a veces. En general, la recomendaría a cualquiera.";Andamiaje inadecuado o insuficiente
2166;"""Gran profesor!!! Te mantiene interesado aunque no te apasione el tema ambiental""";Entusiasmo del profesor sobre el curso
2167;"Tómalo, ella realmente se preocupa por sus alumnos";Relación cercana
2168;PROFESORA INCREÍBLE ... REALMENTE TE AYUDA A TRIUNFAR Y SUS CLASES SON MUY INTERESANTES;"Entusiasmo del profesor sobre el curso; Relación cercana"
2170;"""Muy difícil entender lo que quiere. El material es muy complicado, pero si te ganas su simpatía puede ser un tipo divertido.""";Andamiaje inadecuado o insuficiente
2171;"Es útil, pero muy exigente al calificar. Intenta mantener la clase interesante. En general, fue un excelente profesor y disfruté su clase.";"Andamiaje inadecuado o insuficiente; Entusiasmo del profesor sobre el curso"
2172;"""Es muy práctico. Sus clases siempre involucran casos del mundo real. Y es un profesor que califica con justeza. Definitivamente tomaría otra clase con él.""";"Calidad y equidad en los exámenes; Ejemplificación contextualizada"
2173;"Mejor profe de la AC, fácil de talked con él, muy relajado. Sabe de lo que habla, apasionado con lo que enseña.";"Entusiasmo del profesor sobre el curso; Relación cercana"
2174;Probablemente el mejor profesor que he tenido. Él hace que toda la clase sea interesante. Él es fácil de entender y es muy divertido.;"Claridad y comprensibilidad de las explicaciones; Entusiasmo del profesor sobre el curso"
2176;"McAuliffe es un hombre bien intencionado y un buen académico, pero un profesor ineficaz con una pésima tendencia a divagaciones aburridas. Nuestra clase de Amor/Eros estuvo mal planificada y se llevó a cabo de manera laxa y desorientada. Hasta que no ordene esta clase, busquen orientación sobre esta gran lectura en otro lugar.";"Actividades instruccionales monótonas; Desorganización"
2180;"TOMEN A LA DR. KEEHN. Es dura, pero vale la pena. Aprenderán una tremenda cantidad de conocimientos útiles en su clase. ¡Te queremos, Dra. Keehn!";Estructura del curso
2181;"""mujer simpática, trabajos fáciles, califica justo, hace que escribir sea divertido. toma el curso, no te arrepentirás.""";"Calidad y equidad en los exámenes; Entusiasmo del profesor sobre el curso"
2182;"Muy difícil... no divertido. Pero aprendí mucho. En general, no estuvo mal.";"Andamiaje inadecuado o insuficiente; Estructura del curso"
2183;"""¡Es un chiste! ¡¿Por qué sigue enseñando?! ¡Conoce el material pero no sabe enseñar! ¡No tiene piedad! ¡Corran! """;Andamiaje inadecuado o insuficiente
2185;"""Mejor profesor que he tenido, muy interesante y no tienes que presentarte todos los días si no quieres. Recomendaría presentarse de todas formas.""";Entusiasmo del profesor sobre el curso
2186;Intenta tomar la clase con Copper en su lugar porque él no sabe cómo quiere enseñar su clase.;"Desorganización; Objetivos poco claros"
2187;"Este tipo es un farsante, ¡nunca se entiende lo que dice!";Andamiaje inadecuado o insuficiente
2188;"""Curso de video, pero fue útil y agradable. Los exámenes no fueron fáciles, pero tampoco lo es la contabilidad""";"Calidad y equidad en los exámenes; Estructura del curso"
2189;"La profe Reid es simpática en general, pero para un curso de nivel 100, el material y el trabajo son un absurdo. Si es posible, tomen a otro profesor. Hay mucha tarea inútil.";"Andamiaje inadecuado o insuficiente; Falta de desafíos intelectuales"
2190;"""Es un profe muy simpático. Siempre es muy servicial. ¡Es genial!""";Relación cercana
2192;"Se cree superior, quizás maneja los laboratorios de computación como lo hace en la China roja. 'El comunismo llega a la Capstone'. Es una vergüenza para su profesión.";Trato irrespetuoso
2193;"""Es súper amable y ayudante, uno de los mejores profe de Bergen. De verdad se preocupa por sus estudiantes. No hay mucha tarea pero hay que estudiar para los exámenes.""";"Alineamiento constructivo; Relación cercana"
2194;"""Profesor terrible, sus exámenes son RIDÍCULAMENTE difíciles, y no da ninguna pista sobre los exámenes. EVÍTENLO, o van a sacar D o F.""";Andamiaje inadecuado o insuficiente
2195;"El profesor Sussman es mi instructor favorito en NYU hasta ahora. Al principio estaba nervioso porque no me gusta hablar en clase, pero ella hace que todos se sientan cómodos y siento que he aprendido cantidades enormes en este curso. Siempre es amable y aunque asigna mucho trabajo, vale la pena especialmente si planeas ser major en MCC.";"Estimulación del interés de los estudiantes; Relación cercana"
2196;"""Mejor profesor de todos. Asegura que todos entiendan antes de avanzar. Él es el único profesor de matemáticas que he tenido que hizo que las matemáticas parezcan divertidas.""";"Entusiasmo del profesor sobre el curso; Sensibilidad del profesor al nivel y progreso de la clase"
2197;"""Exige mucho para un curso en línea de solo 1 crédito. Los artículos eran estudios difíciles de leer y hacer reseñas sobre ellos. Sus comentarios fueron un poco duros.""";"Andamiaje inadecuado o insuficiente; Objetivos desbalanceados; Trato irrespetuoso"
2198;"""Habilidades de enseñanza excelentes. Brinda muchas herramientas geniales para asegurar que los estudiantes estén al tanto de las tareas. Mejor profesor que he tenido hasta ahora.""";"Claridad y comprensibilidad de las explicaciones; Estructura del curso"
2199;Profesora aburrida. Todo lo que hacía era dar clases leyendo del libro y hacer exámenes. Lo que aprendí fue estrictamente por mi propia lectura. No se aceptan preguntas.;"Actividades instruccionales monótonas; Andamiaje inadecuado o insuficiente; Ausencia de acompañamiento"
2200;"""Increíblemente útil si tienes preguntas.""";Relación cercana
2202;Lo tuve hace 6 años y aún recuerdo que fue el mejor profesor que he tenido. Ser capaz de mantener la atención de más de 300 estudiantes en una clase de Introducción a Psicología es increíble. Él es la razón por la que elegí Psicología como mi carrera.;Entusiasmo del profesor sobre el curso
2203;"""curva loca, muchas notas pero mientras seas bueno tomando notas saldrás bien. definitivamente lo recomendaría. EXCELENTE PROFESOR.""";Andamiaje inadecuado o insuficiente
2204;"""Comete un error por minuto en sus videos. Qué desperdicio de espacio. Muy grosera y se cree superior a todos. No te esperes aprender nada.""";"Andamiaje inadecuado o insuficiente; Trato irrespetuoso"
2207;"""Gran profesora, ayuda con todo, tómenla, ofrece retroalimentación excelente, increíble en general""";"Relación cercana; Retroalimentación frecuente por parte de los profesores"
2209;"Heb es uno de los mejores en AU. No solo es un profesor, sino también un empresario. Conoce muy bien la información. Puedes aprender mucho de Heb.";Aplicación del conocimiento
2211;"""Es un profesor muy amable y dispuesto a trabajar con cada estudiante. Ofrece mucho crédito extra. Asiste a clase todos los días y toma buenas notas, usa el esquema. Asegúrate de estudiar mucho para los exámenes, aunque. Es divertido y las clases son interesantes.""";"Entusiasmo del profesor sobre el curso; Relación cercana; Sensibilidad del profesor al nivel y progreso de la clase"
2212;"Bueno, debo decir que Scanlin es un buen tipo. Su peinado increíble y sus formas wow de expresarse me mantuvieron entretenido todo el semestre : )";Entusiasmo del profesor sobre el curso
2213;"""Es un excelente profesor. Le encanta enseñar y se nota.""";Entusiasmo del profesor sobre el curso
2214;Richard Davis es perhaps el profesor más brillante y desafiante en este campo que he tenido el honor de estudiar con.;Entusiasmo del profesor sobre el curso
2215;"""Realmente no sabe nada sobre lo que está enseñando, regrese y obtenga un título en contaduría o mercadotecnia.""";Andamiaje inadecuado o insuficiente
2216;"FÁCIL, ella es muy útil y puedes aprender mucho de ella, les recomiendo que la tomen!!!!!!";Relación cercana
2217;"""El Proceso Civil es un aburrimiento total, pero como te toca cursarlo, elige a McNevin... es divertido y hará que el material sea interesante""";Entusiasmo del profesor sobre el curso
2219;"Increíble, increíble, increíble. Uno de los hombres más talentosos, energéticos, divertidos e inspiradores que he conocido.";Entusiasmo del profesor sobre el curso
2220;"El profesor Allen es muy inspirador, si te gusta escribir lo va a pasar bien con él. Hace que la clase sea entretenida y es muy cuidadoso.";Entusiasmo del profesor sobre el curso
